Model,Method,Pattern,Instance,Correct,Answer
gemini_2_0_flash,LogiCue,MTmi,gemini_2_0_flash_MTmi_15_0,1,no
gemini_2_0_flash,LogiCue,MTmi,gemini_2_0_flash_MTmi_16_0,1,no
gemini_2_0_flash,LogiCue,MTmi,gemini_2_0_flash_MTmi_17_0,1,no
gemini_2_0_flash,LogiCue,MTmi,gemini_2_0_flash_MTmi_18_0,1,no
gemini_2_0_flash,LogiCue,MTmi,gemini_2_0_flash_MTmi_19_0,1,no
gemini_2_0_flash,LogiCue,MTmi,gemini_2_0_flash_MTmi_1_0,1,no
gemini_2_0_flash,LogiCue,MTmi,gemini_2_0_flash_MTmi_20_0,1,no
gemini_2_0_flash,LogiCue,MTmi,gemini_2_0_flash_MTmi_2_0,1,no
gemini_2_0_flash,LogiCue,MTmi,gemini_2_0_flash_MTmi_3_0,1,no
gemini_2_0_flash,LogiCue,MTmi,gemini_2_0_flash_MTmi_4_0,1,no
gemini_2_0_flash,LogiCue,MTmi,gemini_2_0_flash_MTmi_5_0,1,no
gemini_2_0_flash,LogiCue,MTmi,gemini_2_0_flash_MTmi_6_0,1,no
gemini_2_0_flash,LogiCue,MTmi,gemini_2_0_flash_MTmi_7_0,1,no
gemini_2_0_flash,LogiCue,MTmi,gemini_2_0_flash_MTmi_8_0,1,no
gemini_2_0_flash,LogiCue,MTmi,gemini_2_0_flash_MTmi_9_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_10_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_11_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_12_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_13_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_14_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_15_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_16_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_17_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_18_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_19_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_1_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_20_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_2_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_3_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_4_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_5_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_6_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_7_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_8_0,1,no
gemini_2_0_flash,LogiCue,MTmu,gemini_2_0_flash_MTmu_9_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_10_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_11_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_12_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_13_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_14_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_15_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_16_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_17_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_18_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_19_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_1_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_20_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_2_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_3_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_4_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_5_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_6_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_7_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_8_0,1,no
gemma3_12b,zero-shot,ASd,gemma3_12b_ASd_9_0,1,no
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_10_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_11_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_12_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_13_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_14_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_15_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_16_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_17_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_18_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_19_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_1_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_20_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_2_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_3_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_4_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_5_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_6_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_7_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_8_0,0,yes
gemma3_12b,zero-shot,CMP,gemma3_12b_CMP_9_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_10_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_11_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_12_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_13_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_14_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_15_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_16_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_17_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_18_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_19_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_1_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_20_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_2_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_3_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_4_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_5_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_6_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_7_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_8_0,0,yes
gemma3_12b,zero-shot,CT,gemma3_12b_CT_9_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_10_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_11_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_12_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_13_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_14_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_15_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_16_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_17_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_18_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_19_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_1_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_20_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_2_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_3_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_4_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_5_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_6_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_7_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_8_0,0,yes
gemma3_12b,zero-shot,DSmi,gemma3_12b_DSmi_9_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_10_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_11_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_12_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_13_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_14_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_15_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_16_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_17_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_18_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_19_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_1_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_20_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_2_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_3_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_4_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_5_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_6_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_7_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_8_0,0,yes
gemma3_12b,zero-shot,DSmu,gemma3_12b_DSmu_9_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_10_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_11_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_12_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_13_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_14_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_15_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_16_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_17_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_18_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_19_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_1_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_20_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_2_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_3_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_4_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_5_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_6_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_7_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_8_0,0,yes
gemma3_12b,zero-shot,MTmi,gemma3_12b_MTmi_9_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_10_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_11_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_12_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_13_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_14_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_15_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_16_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_17_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_18_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_19_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_1_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_20_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_2_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_3_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_4_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_5_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_6_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_7_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_8_0,0,yes
gemma3_12b,zero-shot,MTmu,gemma3_12b_MTmu_9_0,0,yes
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_10_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_11_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_12_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_13_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_14_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_15_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_16_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_17_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_18_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_19_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_1_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_20_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_2_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_3_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_4_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_5_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_6_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_7_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_8_0,1,no
gemma3_12b,chain-of-thought,ASd,gemma3_12b_ASd_9_0,1,no
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_10_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_11_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_12_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_13_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_14_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_15_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_16_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_17_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_19_0,1,no
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_1_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_20_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_2_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_3_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_4_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_5_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_6_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_7_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_8_0,0,yes
gemma3_12b,chain-of-thought,CMP,gemma3_12b_CMP_9_0,1,no
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_10_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_11_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_12_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_13_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_14_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_15_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_16_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_17_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_18_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_19_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_1_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_20_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_2_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_3_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_4_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_5_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_6_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_7_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_8_0,0,yes
gemma3_12b,chain-of-thought,CT,gemma3_12b_CT_9_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_10_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_11_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_12_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_13_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_14_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_15_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_16_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_17_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_18_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_19_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_1_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_20_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_2_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_3_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_4_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_5_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_6_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_7_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_8_0,0,yes
gemma3_12b,chain-of-thought,DSmi,gemma3_12b_DSmi_9_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_10_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_11_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_12_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_13_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_14_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_15_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_16_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_17_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_18_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_19_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_1_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_20_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_2_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_3_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_4_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_5_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_6_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_7_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_8_0,0,yes
gemma3_12b,chain-of-thought,DSmu,gemma3_12b_DSmu_9_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_10_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_11_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_12_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_13_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_14_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_15_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_16_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_17_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_18_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_19_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_1_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_20_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_2_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_3_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_4_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_5_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_6_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_7_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_8_0,0,yes
gemma3_12b,chain-of-thought,MTmi,gemma3_12b_MTmi_9_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_10_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_11_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_12_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_13_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_14_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_15_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_16_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_17_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_18_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_19_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_1_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_20_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_2_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_3_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_4_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_5_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_6_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_7_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_8_0,0,yes
gemma3_12b,chain-of-thought,MTmu,gemma3_12b_MTmu_9_0,0,yes
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_10_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_11_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_12_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_13_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_14_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_15_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_16_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_17_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_18_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_19_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_1_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_20_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_2_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_3_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_4_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_5_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_6_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_7_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_8_0,1,no
gemma3_12b,LogiCue,ASd,gemma3_12b_ASd_9_0,1,no
gemma3_12b,LogiCue,CMP,gemma3_12b_CMP_10_0,0,yes
gemma3_12b,LogiCue,CMP,gemma3_12b_CMP_11_0,1,no
gemma3_12b,LogiCue,CMP,gemma3_12b_CMP_12_0,1,no
gemma3_12b,LogiCue,CMP,gemma3_12b_CMP_13_0,0,yes
gemma3_12b,LogiCue,CMP,gemma3_12b_CMP_14_0,1,no
gemma3_12b,LogiCue,CMP,gemma3_12b_CMP_15_0,0,yes
